iteration,sample,batch_size,learning_rate,metric,result,walltime
001,0000,64,7.698980483146958e-05,0,val_loss,0.003322122480737507,4515
001,0001,1028,0.000395925952619133,0,val_loss,0.00419186664122907,1453
001,0002,512,0.0005380403580902705,0,val_loss,0.0055734035259347794,557
001,0003,128,0.0004103064585855596,0,val_loss,0.0032780229319715796,2034
001,0004,32,0.0007372014155593963,0,val_loss,0.0033024777333997756,9554
001,0005,8,0.0008017037631248301,0,val_loss,0.004284785079098036,29952
001,0006,256,0.0008901428959553348,0,val_loss,0.003863166946254866,2183
001,0007,64,0.00042348905946500143,0,val_loss,0.0035915629011490464,3758
001,0008,512,0.0006360525072222704,0,val_loss,0.00404631528156725,1421
001,0009,512,0.00011783594819916521,0,val_loss,0.0048488372183154126,961
001,0010,128,0.0005784689291046585,0,val_loss,0.003058444354356465,2674
001,0011,32,0.0008158052079716688,0,val_loss,0.0037522571430476637,8409
001,0012,128,0.000402574276252182,0,val_loss,0.005922773034861278,914
001,0013,1028,0.00047044130394329863,0,val_loss,0.006023338026155347,1078
001,0014,1028,0.00022154056470289016,0,val_loss,0.00537429078092544,1533
001,0015,512,0.00012509781666056183,0,val_loss,0.003587365933875626,1352
001,0016,8,0.0003288518249610183,0,val_loss,0.0042719905061199236,25592
001,0017,8,0.0002712012171025141,0,val_loss,0.0030916087851987394,31569
001,0018,16,2.8331899919612774e-05,0,val_loss,0.003268659591654992,12154
001,0019,512,0.0005678705428342782,0,val_loss,0.0032787537893399863,1439
001,0020,16,0.0009767159915514373,0,val_loss,0.0035705482903446973,15896
001,0021,256,0.00023507148446883086,0,val_loss,0.0030932768013773745,1842
001,0022,32,0.00015386787563186673,0,val_loss,0.0032757044785241803,8678
001,0023,64,0.00041846594595168783,0,val_loss,0.005903392903727696,2394
001,0024,64,0.0009160215160170743,0,val_loss,0.0032636069603994397,4856
001,0025,128,0.0003668272647998786,0,val_loss,0.005180175588917038,1130
001,0026,64,0.0006402304793260968,0,val_loss,0.003219691519753664,3932
001,0027,128,0.0009263235512569165,0,val_loss,0.0030776410627181817,2838
001,0028,256,0.0005020435141742243,0,val_loss,0.0031928271813755336,2118
001,0029,1028,0.00038307019418478685,0,val_loss,0.005495182012830174,1462
001,0030,32,0.0006789730936705244,0,val_loss,0.003568440422780119,9518
001,0031,256,0.0006138860944518506,0,val_loss,0.0031644143622370246,2005
001,0032,64,0.000937942207332612,0,val_loss,0.0032618282352529985,5466
001,0033,8,0.0002187432324905098,0,val_loss,0.003535525721559511,26317
001,0034,512,0.000147861764963551,0,val_loss,0.004237111611508057,1583
001,0035,16,0.0006527201648572745,0,val_loss,0.0034617254705338815,17534
001,0036,128,0.0006097089486118368,0,val_loss,0.005415717089943821,1750
001,0037,64,0.0007243205594187329,0,val_loss,0.0038710382062757467,3846
001,0038,1028,0.0002201196284830619,0,val_loss,0.005120067631551239,452
001,0039,256,0.0008972873762132644,0,val_loss,0.003648114296337789,1624
001,0040,1028,0.0003841797892865374,0,val_loss,0.0037272980970500403,1179
001,0041,256,0.0002315242704080896,0,val_loss,0.003418569964990275,1804
001,0042,32,0.00020346870002102557,0,val_loss,0.003225054752301898,7139
001,0043,32,0.0007175766193908895,0,val_loss,0.003165520496476738,9008
001,0044,64,0.0009185016156144358,0,val_loss,0.00405351103654771,4296
