iteration,sample,batch_size,learning_rate,dropout,metric,result,walltime
001,0000,16,0.0005614113056409414,0.0021569111235276717,val_loss,0.0028803472700071296,0
001,0001,32,0.0003701817094150795,0.10475807314941099,val_loss,0.0027768710189941754,0
001,0002,128,0.0009044200243535364,0.0834241952477709,val_loss,0.002778359270784971,0
001,0003,64,0.000791266510433668,0.12940160677919677,val_loss,0.0027867914488267343,0
001,0004,64,0.0009335793301786347,0.1357884512433768,val_loss,0.0029408275490152725,0
001,0005,64,0.0009901457836709125,0.07468085579383288,val_loss,0.002825365440539436,0
001,0006,16,0.00011877637318484974,0.24071108743971176,val_loss,0.002670644329914933,0
001,0007,128,0.0006788964823616257,0.238158253669698,val_loss,0.0027171075963607757,0
001,0008,64,0.0005356227466601213,0.14597772593591252,val_loss,0.0027826421450754925,0
001,0009,64,0.0009428689442963371,0.46038941666099115,val_loss,0.0037934789053051757,0
001,0010,64,0.0005286890260490662,0.40443255641466885,val_loss,0.0030474116632665093,0
001,0011,16,0.0006007491573433797,0.30701565115291596,val_loss,0.003803090108943838,0
001,0012,16,0.0003489107066515584,0.21656099689470215,val_loss,0.002892008843104102,0
001,0013,32,0.0009103433529643979,0.3112189210144837,val_loss,0.0037054233279436165,0
001,0014,128,0.0002838882667542579,0.37460560780988406,val_loss,0.0026198689004352893,0
001,0015,32,0.0007482539639560221,0.21302100046051914,val_loss,0.0032415441986341272,0
002,0000,128,0.0008735425419516929,0.19852358908446682,val_loss,0.0028515129195894663,0
002,0001,16,0.0003489107066515584,0.21656099689470215,val_loss,0.002892008843104102,0
002,0002,16,0.0002838882667542579,0.37460560780988406,val_loss,0.0030712813754860675,0
002,0003,32,0.00036568199883022325,0.10251159302298286,val_loss,0.002790135376176013,0
002,0004,32,0.0003701817094150795,0.15245600471641899,val_loss,0.0027236027839229646,0
002,0005,16,1.455392613171607e-05,0.24071108743971176,val_loss,0.002588188679944713,0
002,0006,16,0.0005040616657608506,0.0,val_loss,0.002789709152296603,0
002,0007,16,0.0005614113056409414,0.10655757134482863,val_loss,0.0030539590587499296,0
003,0000,16,0.0005040616657608506,0.0,val_loss,0.002789709152296603,0
003,0001,32,0.0004731377618301015,0.10251159302298286,val_loss,0.0028012087697935643,0
003,0002,16,2.5149538180701182e-05,0.24071108743971176,val_loss,0.002633721732610902,0
003,0003,128,0.0006788964823616257,0.238158253669698,val_loss,0.0027171075963607757,0
003,0004,32,0.00036568199883022325,0.10251159302298286,val_loss,0.002790135376176013,0
003,0005,32,0.000280310691818521,0.10251159302298286,val_loss,0.0026442382210655176,0
003,0006,16,0.0002065151313344091,0.24071108743971176,val_loss,0.002713512347501199,0
003,0007,16,1.455392613171607e-05,0.24071108743971176,val_loss,0.002588188679944713,0
004,0000,16,2.5149538180701182e-05,0.24071108743971176,val_loss,0.002633721732610902,0
004,0001,64,0.0006618648357125193,0.11938068625014625,val_loss,0.0027772437100474583,0
004,0002,16,6.916681700876223e-05,0.3062169831113671,val_loss,0.0025748693358936072,0
004,0003,16,1.455392613171607e-05,0.24071108743971176,val_loss,0.002588188679944713,0
004,0004,16,2.5149538180701182e-05,0.24071108743971176,val_loss,0.002633721732610902,0
004,0005,16,2.3060934522138994e-05,0.22278928930359632,val_loss,0.002582342550163448,0
004,0006,16,9.616539291212983e-05,0.27064534889513725,val_loss,0.002657998380610865,0
004,0007,32,0.000280310691818521,0.12940160677919677,val_loss,0.002682133164752692,0
