train_ml_data_dir,val_ml_data_dir,model_outdir,batch_size,learning_rate,dropout,run_id,val_loss
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,64,0.00024847852879031097,0.12995248887816657,run_01_001_0013,0.004541293765010262
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,64,0.0008480924341860572,0.09802397001259233,run_01_001_0008,0.005097732355861844
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,16,0.0007903741273421315,0.32998678666668474,run_01_001_0007,0.01406663283983512
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,64,0.0004545404727636535,0.43107349324947014,run_01_001_0004,0.005324978430212436
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,32,0.0003206438614835979,0.1651170594578672,run_01_001_0001,0.004973177039481577
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,64,0.00038948360378849504,0.39022711009846667,run_01_001_0010,0.005011450883532146
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,16,0.0006170145107573683,0.25008726714060364,run_01_001_0003,0.006017439885922125
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,16,0.00099050549383961,0.15904803572816378,run_01_001_0014,0.006623884105895284
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,128,0.0008863507961205672,0.3087797324515276,run_01_001_0011,0.005329238115755031
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,128,0.00097897021769034,0.2541963136762794,run_01_001_0009,0.005388711582891007
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,64,7.565669627288258e-05,0.2840763502123208,run_01_001_0000,0.004381702875141543
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,32,0.0005900302725730166,0.23708671840893164,run_01_001_0006,0.00543788936547972
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,128,0.00023914327270400942,0.3007993001554916,run_01_001_0012,0.004595442445847119
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,16,0.0007109026366270665,0.20289481654435765,run_01_001_0002,0.00627622379813816
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,128,0.0002944070104854201,0.05288737939699434,run_01_001_0005,0.004411153707351643
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,32,0.0004927279345029034,0.11878783713808255,run_01_001_0015,0.005060310910170928
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,64,0.0008625411292536297,0.09802397001259233,run_01_002_0007,0.005061533609271406
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,128,0.00023914327270400942,0.3007993001554916,run_01_002_0001,0.004595442445847119
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,16,0.00024847852879031097,0.32998678666668474,run_01_002_0004,0.005080741222125235
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,16,0.00099050549383961,0.15904803572816378,run_01_002_0003,0.006623884105895284
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,64,0.0005001106281038287,0.3605699993932199,run_01_002_0000,0.0053364646388663105
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,128,0.0008863507961205672,0.3087797324515276,run_01_002_0005,0.005329238115755031
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,128,0.0002259588242403123,0.05288737939699434,run_01_002_0006,0.0045390562401799416
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,128,0.0002944070104854201,0.05288737939699434,run_01_002_0002,0.004411153707351643
/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,/tmp/weaverr/Data/PathDSP/Data/GDSCv1-GDSCv1/split_0,./out_model,128,0.0002944070104854201,0.0269013929411056,run_01_003_0007,0.004547721990482763
