iteration,sample,batch_size,learning_rate,dropout,metric,result,walltime
001,0000,64,7.565669627288258e-05,0.2840763502123208,val_loss,0.004381702875141543,0
001,0001,32,0.0003206438614835979,0.1651170594578672,val_loss,0.004973177039481577,0
001,0002,16,0.0007109026366270665,0.20289481654435765,val_loss,0.00627622379813816,0
001,0003,16,0.0006170145107573683,0.25008726714060364,val_loss,0.006017439885922125,0
001,0004,64,0.0004545404727636535,0.43107349324947014,val_loss,0.005324978430212436,0
001,0005,128,0.0002944070104854201,0.05288737939699434,val_loss,0.004411153707351643,0
001,0006,32,0.0005900302725730166,0.23708671840893164,val_loss,0.00543788936547972,0
001,0007,16,0.0007903741273421315,0.32998678666668474,val_loss,0.01406663283983512,0
001,0008,64,0.0008480924341860572,0.09802397001259233,val_loss,0.005097732355861844,0
001,0009,128,0.00097897021769034,0.2541963136762794,val_loss,0.005388711582891007,0
001,0010,64,0.00038948360378849504,0.39022711009846667,val_loss,0.005011450883532146,0
001,0011,128,0.0008863507961205672,0.3087797324515276,val_loss,0.005329238115755031,0
001,0012,128,0.00023914327270400942,0.3007993001554916,val_loss,0.004595442445847119,0
001,0013,64,0.00024847852879031097,0.12995248887816657,val_loss,0.004541293765010262,0
001,0014,16,0.00099050549383961,0.15904803572816378,val_loss,0.006623884105895284,0
001,0015,32,0.0004927279345029034,0.11878783713808255,val_loss,0.005060310910170928,0
002,0000,64,0.0005001106281038287,0.3605699993932199,val_loss,0.0053364646388663105,0
002,0001,128,0.00023914327270400942,0.3007993001554916,val_loss,0.004595442445847119,0
002,0002,128,0.0002944070104854201,0.05288737939699434,val_loss,0.004411153707351643,0
002,0003,16,0.00099050549383961,0.15904803572816378,val_loss,0.006623884105895284,0
002,0004,16,0.00024847852879031097,0.32998678666668474,val_loss,0.005080741222125235,0
002,0005,128,0.0008863507961205672,0.3087797324515276,val_loss,0.005329238115755031,0
002,0006,128,0.0002259588242403123,0.05288737939699434,val_loss,0.0045390562401799416,0
002,0007,64,0.0008625411292536297,0.09802397001259233,val_loss,0.005061533609271406,0
003,0000,128,7.565669627288258e-05,0.2840763502123208,val_loss,0.004350707530040662,0
003,0001,64,0.0008480924341860572,0.10393550032313212,val_loss,0.005225955870648252,0
003,0002,128,0.00023914327270400942,0.3007993001554916,val_loss,0.004595442445847119,0
003,0003,128,0.0002944070104854201,0.3007993001554916,val_loss,0.004602690184222306,0
003,0004,64,0.00030943023258074906,0.03617084546402338,val_loss,0.00451203465973081,0
003,0005,64,0.00038948360378849504,0.39022711009846667,val_loss,0.005011450883532146,0
003,0006,128,0.00022076944389339716,0.3568194614179545,val_loss,0.004449541178175728,0
003,0007,128,0.0002944070104854201,0.0269013929411056,val_loss,0.004547721990482763,0
004,0000,128,0.00023914327270400942,0.3007993001554916,val_loss,0.004595442445847119,0
004,0001,128,0.0003406578831954743,0.05288737939699434,val_loss,0.004477530333522606,0
004,0002,64,1e-06,0.2840763502123208,val_loss,0.004478733991263909,0
004,0003,128,0.0001652560925110279,0.05288737939699434,val_loss,0.004545222783952637,0
004,0004,128,0.00023914327270400942,0.33413758804662286,val_loss,0.00446746534544416,0
004,0005,64,7.565669627288258e-05,0.2840763502123208,val_loss,0.004381702875141543,0
004,0006,128,0.0002944070104854201,0.05288737939699434,val_loss,0.004411153707351643,0
004,0007,64,7.565669627288258e-05,0.2840763502123208,val_loss,0.004381702875141543,0
