iteration,sample,learning_rate,metric,result,walltime
001,0000,5.9030765848188395e-06,0,val_loss,0.07521972402663624,209
001,0001,5.67154592569304e-06,0,val_loss,0.0974533256747117,318
001,0002,5.2690764490771246e-06,0,val_loss,0.007477624576297801,637
001,0003,2.9596892937214407e-06,0,val_loss,0.08922537789234979,314
002,0000,1e-05,0,val_loss,0.10676838415453348,290
002,0001,1e-08,0,val_loss,0.04957935008250426,289
003,0000,5.2690764490771246e-06,0,val_loss,0.007448641725466956,495
003,0001,1e-08,0,val_loss,0.06141406810563472,318
