train_ml_data_dir,val_ml_data_dir,model_outdir,batch_size,learning_rate,dropout,run_id,val_loss
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,32,0.0007796824290141944,0.001303986634199783,run_01_001_0004,0.00475245687295075
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,128,0.0007466008596505687,0.25086087437403015,run_01_001_0010,0.0043128852452909245
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,32,0.0004984520748190741,0.07355163781873209,run_01_001_0011,0.00444424461446455
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,32,0.000658987559297539,0.3111869298650518,run_01_001_0008,0.00451516913470134
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,128,0.00035671689048204854,0.1402260219015119,run_01_001_0001,0.003989621170896488
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,128,0.0009708068563982988,0.0076891618849049825,run_01_001_0013,0.004026674479413094
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,64,0.00040369436354718076,0.35159157892024023,run_01_001_0006,0.004329071281259668
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,32,0.0003565937637736597,0.49603161320110345,run_01_001_0007,0.004664716008482917
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,32,0.0002842152979788133,0.18666276118829306,run_01_001_0014,0.004403695146434873
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,64,0.0002215663545167742,0.15032471216276044,run_01_001_0003,0.004064868177762248
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,16,0.0006344068632834286,0.07859353484273207,run_01_001_0000,0.004573976053094092
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,128,0.000994540971801438,0.13065110829643578,run_01_001_0015,0.0041038926651624985
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,32,0.0007914649537351206,0.20748812641585013,run_01_001_0009,0.004394365580491316
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,128,0.0006992537845636985,0.36707171332858535,run_01_001_0002,0.004311811049769921
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,128,0.000318298448294312,0.4894017275444251,run_01_001_0012,0.004531020066432311
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,64,2.971046541383491e-05,0.10610635357049564,run_01_001_0005,0.005428079451773798
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,32,0.0002504952234076193,0.18666276118829306,run_01_002_0003,0.004031243433063534
/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,/tmp/weaverr/Data/PathDSP/Data/gCSI-gCSI/split_0,./out_model,32,0.0007796824290141944,0.0,run_01_002_0004,0.004108904744689338
