iteration,sample,learning_rate,metric,result,walltime
001,0041,0.9967692471373049,0,val_loss,0.01197614605919502,15
001,0042,0.025985835136358482,0,val_loss,0.00759804355646061,219
001,0043,0.13660435872947133,0,val_loss,0.007958302741857236,37
001,0044,0.5958903763964799,0,val_loss,0.009190813974877175,15
001,0045,0.9676891565933786,0,val_loss,0.011420659389450982,14
001,0046,0.8764296406433278,0,val_loss,0.011414343887137232,15
001,0047,0.5728336251957087,0,val_loss,0.009883923712280215,17
001,0048,0.09169449001591984,0,val_loss,0.007489269178710513,104
001,0049,0.19554348328736623,0,val_loss,0.008090001450738415,73
001,0050,0.941169769498763,0,val_loss,0.012432922400836913,23
001,0051,0.7510781209565235,0,val_loss,0.011126126472954564,14
001,0052,0.9593592533058011,0,val_loss,0.012014761352208006,20
001,0053,0.08498313926854861,0,val_loss,0.007890178511300725,207
001,0054,0.9921762950522421,0,val_loss,0.012371179950119122,19
001,0055,0.8968981871685414,0,val_loss,0.011417333180791859,15
001,0056,0.15607131673324412,0,val_loss,0.008150649184431692,69
001,0057,0.13982881765671312,0,val_loss,0.00801420486543025,27
001,0058,0.27625218222376974,0,val_loss,0.008220140553731079,20
001,0059,0.16175462174942976,0,val_loss,0.008285428841190101,28
001,0060,0.3793027862830176,0,val_loss,0.008920394715907099,15
001,0061,0.6517714049659756,0,val_loss,0.010206498067017514,40
001,0062,0.5342167549793023,0,val_loss,0.008935946716625051,15
001,0063,0.3351684805514631,0,val_loss,0.008557286552043426,17
001,0064,0.9070683270371162,0,val_loss,0.011844462935586693,24
001,0065,0.5325487353430634,0,val_loss,0.009469382795127169,15
001,0066,0.035284098022754895,0,val_loss,0.007658797613889353,105
001,0067,0.766662615564882,0,val_loss,0.011191227398492229,18
001,0068,0.037071900948996345,0,val_loss,0.00764335946843015,120
001,0069,0.7498017724088885,0,val_loss,0.011120900234981,17
001,0070,0.6022268578588371,0,val_loss,0.009598522927799549,12
001,0071,0.7792768686376449,0,val_loss,0.011131402586488755,15
001,0072,0.20032964853361518,0,val_loss,0.008549240469136092,24
001,0073,0.26139553646576424,0,val_loss,0.00792406514005135,94
001,0074,0.05999838060609141,0,val_loss,0.007672572127847051,26
001,0075,0.09636630437272528,0,val_loss,0.008014073558252252,20
001,0076,0.8038822183985915,0,val_loss,0.010406450658684506,22
001,0077,0.927665227620204,0,val_loss,0.011324333134642848,13
001,0078,0.15388747681301285,0,val_loss,0.008079469910294014,52
001,0079,0.20127243624365898,0,val_loss,0.008268387596450858,16
002,0000,0.9593592533058011,0,val_loss,0.012014761352208006,15
002,0001,0.14313695068536092,0,val_loss,0.007654568055930207,43
002,0002,0.6611480697444032,0,val_loss,0.010337608823886948,13
002,0003,0.7232541907086482,0,val_loss,0.010430953926862727,19
002,0004,0.9821437905195206,0,val_loss,0.0121238070118712,20
002,0005,0.9439475634640049,0,val_loss,0.012439778215279723,24
002,0006,0.037071900948996345,0,val_loss,0.00764335946843015,53
002,0007,0.8346650590244689,0,val_loss,0.009763149978572862,30
002,0008,0.20032964853361518,0,val_loss,0.008549240469136092,33
002,0009,0.26985894577067765,0,val_loss,0.007942188981568574,18
002,0010,0.3351684805514631,0,val_loss,0.008557286552043426,30
002,0011,0.5683515312127634,0,val_loss,0.010088895018703902,14
002,0012,0.14313695068536092,0,val_loss,0.007654568055930207,45
002,0013,0.8897047616876178,0,val_loss,0.011090179020330488,21
002,0014,0.15388747681301285,0,val_loss,0.008079469910294014,20
002,0015,0.3416543354135385,0,val_loss,0.008299918826116977,31
002,0016,0.5953743550959707,0,val_loss,0.009655557582357609,14
002,0017,0.7823085355022661,0,val_loss,0.011589340263852185,25
002,0018,0.5712859531643784,0,val_loss,0.009736752234886634,16
002,0019,0.5757141872602496,0,val_loss,0.0096551683669103,29
002,0020,0.9651618279728224,0,val_loss,0.012028607141449234,26
002,0021,1.0,0,val_loss,0.01224456139582117,14
002,0022,0.7242277588866273,0,val_loss,0.010190605698633937,16
002,0023,0.15607131673324412,0,val_loss,0.008150649184431692,34
002,0024,0.15801958851605577,0,val_loss,0.008093478702282473,32
002,0025,0.26139553646576424,0,val_loss,0.00792406514005135,21
002,0026,0.567765977814155,0,val_loss,0.009757427553721295,13
002,0027,0.9832496375895825,0,val_loss,0.011835072691006652,13
002,0028,0.4369348191462766,0,val_loss,0.008463387767392654,16
002,0029,0.9112410078877825,0,val_loss,0.01116780770251923,14
002,0030,0.8346650590244689,0,val_loss,0.009763149978572862,13
002,0031,0.7823085355022661,0,val_loss,0.011589340263852185,14
002,0032,0.7823085355022661,0,val_loss,0.011589340263852185,12
002,0033,0.7093170591207834,0,val_loss,0.010887955359165015,27
002,0034,0.4291704415475184,0,val_loss,0.008560883539041629,17
002,0035,0.781279573852759,0,val_loss,0.011250477110783847,14
002,0036,0.2884596933520426,0,val_loss,0.008635320159243192,27
002,0037,0.9815450275633338,0,val_loss,0.012441423703847324,30
002,0038,0.7093170591207834,0,val_loss,0.010887955359165015,25
002,0039,0.7328251126354532,0,val_loss,0.010515026970835532,22
003,0000,0.1847512183771411,0,val_loss,0.008469804859855568,37
003,0001,0.5757141872602496,0,val_loss,0.0096551683669103,19
003,0002,0.05999838060609141,0,val_loss,0.007672572127847051,58
003,0003,0.0958992893558806,0,val_loss,0.008045522451957434,94
003,0004,0.16175462174942976,0,val_loss,0.008285428841190101,30
003,0005,0.27893710588105464,0,val_loss,0.008025709157160171,78
003,0006,0.14313695068536092,0,val_loss,0.007654568055930207,144
003,0007,0.3296571643724607,0,val_loss,0.008499253648919337,73
003,0008,0.14313695068536092,0,val_loss,0.007654568055930207,79
003,0009,0.1489206457658996,0,val_loss,0.008010640065161046,50
003,0010,0.03246867281479219,0,val_loss,0.007614645013864452,123
003,0011,0.4373361826377413,0,val_loss,0.008688139142253328,65
003,0012,0.03902712370361966,0,val_loss,0.007622948755596887,88
003,0013,0.2801817834778617,0,val_loss,0.00847687079136068,39
003,0014,0.14207149644617686,0,val_loss,0.008068751251397915,96
003,0015,0.035284098022754895,0,val_loss,0.007658797613889353,156
003,0016,0.14313695068536092,0,val_loss,0.007654568055930207,73
003,0017,0.15607131673324412,0,val_loss,0.008150649184431692,25
003,0018,0.14313695068536092,0,val_loss,0.007654568055930207,78
003,0019,0.26046565181062137,0,val_loss,0.008585160340436986,75
003,0020,0.5958903763964799,0,val_loss,0.009190813974877175,64
003,0021,0.04853778469941544,0,val_loss,0.0076105258064933625,112
003,0022,0.1783354384321896,0,val_loss,0.008079869413217635,84
003,0023,0.19554348328736623,0,val_loss,0.008090001450738415,64
003,0024,0.14313695068536092,0,val_loss,0.007654568055930207,73
003,0025,0.14313695068536092,0,val_loss,0.007654568055930207,80
003,0026,0.05999838060609141,0,val_loss,0.007672572127847051,133
003,0027,0.025985835136358482,0,val_loss,0.00759804355646061,276
003,0028,0.14698475478320328,0,val_loss,0.007775176155913842,43
003,0029,0.09169449001591984,0,val_loss,0.007489269178710513,188
003,0030,0.5683515312127634,0,val_loss,0.010088895018703902,25
003,0031,0.15778430724243767,0,val_loss,0.00807931647687878,91
003,0032,0.46991068372811684,0,val_loss,0.009124784150110376,19
003,0033,0.04064903252420448,0,val_loss,0.007787505651832528,82
003,0034,0.08135931692992415,0,val_loss,0.00783924751417646,69
003,0035,0.5407432676247232,0,val_loss,0.009595115970763292,16
003,0036,0.19859547137212674,0,val_loss,0.007692227660821719,64
003,0037,0.035284098022754895,0,val_loss,0.007658797613889353,128
003,0038,0.13982881765671312,0,val_loss,0.00801420486543025,76
003,0039,0.6517714049659756,0,val_loss,0.010206498067017514,41
004,0000,0.09169449001591984,0,val_loss,0.007489269178710513,73
004,0001,0.055597156842976704,0,val_loss,0.007580466164226098,288
004,0002,0.27625218222376974,0,val_loss,0.008220140553731079,75
004,0003,0.03612888872650511,0,val_loss,0.007594200744610176,163
004,0004,0.0988031217095989,0,val_loss,0.007665094590369863,101
004,0005,0.09169449001591984,0,val_loss,0.007489269178710513,121
004,0006,0.055597156842976704,0,val_loss,0.007580466164226098,103
004,0007,0.043994528461166145,0,val_loss,0.007809711939802474,146
004,0008,0.1402760741400157,0,val_loss,0.008343967711964948,93
004,0009,0.1489206457658996,0,val_loss,0.008010640065161046,51
004,0010,0.05999838060609141,0,val_loss,0.007672572127847051,218
004,0011,0.14313695068536092,0,val_loss,0.007654568055930207,100
004,0012,0.26985894577067765,0,val_loss,0.007942188981568574,47
004,0013,0.09169449001591984,0,val_loss,0.007489269178710513,80
004,0014,0.29232745819068845,0,val_loss,0.008427174290866446,89
004,0015,0.033537887550082315,0,val_loss,0.0077708297171176334,143
004,0016,0.14313695068536092,0,val_loss,0.007654568055930207,93
004,0017,0.2918946776037652,0,val_loss,0.008119204321981242,42
004,0018,0.04064903252420448,0,val_loss,0.007787505651832528,94
004,0019,0.09169449001591984,0,val_loss,0.007489269178710513,241
004,0020,0.04962715703472397,0,val_loss,0.007663210700126644,332
004,0021,0.0663845994993679,0,val_loss,0.007618702651257403,84
004,0022,0.14313695068536092,0,val_loss,0.007654568055930207,99
004,0023,0.06728774157674361,0,val_loss,0.007784646955371051,200
004,0024,0.14313695068536092,0,val_loss,0.007654568055930207,91
004,0025,0.035284098022754895,0,val_loss,0.007658797613889353,109
004,0026,0.025985835136358482,0,val_loss,0.00759804355646061,425
004,0027,0.14313695068536092,0,val_loss,0.007654568055930207,229
004,0028,0.13263951807520005,0,val_loss,0.007853062167064408,59
004,0029,0.05247245765553309,0,val_loss,0.007883032793707414,237
004,0030,0.09169449001591984,0,val_loss,0.007489269178710513,242
004,0031,0.1566237147761441,0,val_loss,0.00788075867267355,93
004,0032,0.08338359710696597,0,val_loss,0.007981444237782595,193
004,0033,0.05999838060609141,0,val_loss,0.007672572127847051,238
004,0034,0.14313695068536092,0,val_loss,0.007654568055930207,104
004,0035,0.035284098022754895,0,val_loss,0.007658797613889353,125
004,0036,0.13598859644452022,0,val_loss,0.007733429966387031,83
004,0037,0.035284098022754895,0,val_loss,0.007658797613889353,118
004,0038,0.14973551288650225,0,val_loss,0.0077994899604493535,107
004,0039,0.15897469962158112,0,val_loss,0.007881299487939454,72
005,0000,0.09169449001591984,0,val_loss,0.007489269178710513,269
005,0001,0.06156712306292259,0,val_loss,0.007579188092683589,180
005,0002,0.05119834008692081,0,val_loss,0.007900059922603878,35
005,0003,0.09169449001591984,0,val_loss,0.007489269178710513,85
005,0004,0.03648184650716099,0,val_loss,0.007604845944223579,142
005,0005,0.025985835136358482,0,val_loss,0.00759804355646061,257
005,0006,0.025985835136358482,0,val_loss,0.00759804355646061,535
005,0007,0.09169449001591984,0,val_loss,0.007489269178710513,273
005,0008,0.08371307963038117,0,val_loss,0.007682603141370788,254
005,0009,0.09560174799091149,0,val_loss,0.007587378862832508,356
005,0010,0.025985835136358482,0,val_loss,0.00759804355646061,308
005,0011,0.055597156842976704,0,val_loss,0.007580466164226098,132
005,0012,0.025985835136358482,0,val_loss,0.00759804355646061,214
005,0013,0.09169449001591984,0,val_loss,0.007489269178710513,115
005,0014,0.14313695068536092,0,val_loss,0.007654568055930207,93
005,0015,0.025985835136358482,0,val_loss,0.00759804355646061,260
005,0016,0.10799654016414223,0,val_loss,0.00775514161936684,88
005,0017,0.09169449001591984,0,val_loss,0.007489269178710513,117
005,0018,0.13908090490395106,0,val_loss,0.0077059677924967845,115
005,0019,0.09169449001591984,0,val_loss,0.007489269178710513,269
005,0020,0.09169449001591984,0,val_loss,0.007489269178710513,139
005,0021,0.026824949231048223,0,val_loss,0.007737650056637168,166
005,0022,0.05041584478096522,0,val_loss,0.00821205509620199,88
005,0023,0.09169449001591984,0,val_loss,0.007489269178710513,269
005,0024,0.09169449001591984,0,val_loss,0.007489269178710513,273
005,0025,0.0779395652022101,0,val_loss,0.007914755695365865,85
005,0026,0.09169449001591984,0,val_loss,0.007489269178710513,125
005,0027,0.035284098022754895,0,val_loss,0.007658797613889353,126
005,0028,0.018338484771592386,0,val_loss,0.007638767148674704,549
005,0029,0.037071900948996345,0,val_loss,0.00764335946843015,132
005,0030,0.14313695068536092,0,val_loss,0.007654568055930207,88
005,0031,0.09169449001591984,0,val_loss,0.007489269178710513,235
005,0032,0.08851967837571047,0,val_loss,0.007609872672368175,182
005,0033,0.022490070875461086,0,val_loss,0.00761683076722776,525
005,0034,0.10665337572356312,0,val_loss,0.007685013887266232,30
005,0035,0.025985835136358482,0,val_loss,0.00759804355646061,225
005,0036,0.037071900948996345,0,val_loss,0.00764335946843015,110
005,0037,0.03959076559065211,0,val_loss,0.0072679530417481585,183
005,0038,0.08492253535350495,0,val_loss,0.007599959718250152,348
005,0039,0.044618513963662634,0,val_loss,0.007691113170734514,194
006,0000,0.09169449001591984,0,val_loss,0.007489269178710513,113
006,0001,0.09169449001591984,0,val_loss,0.007489269178710513,156
006,0002,0.0811433656750374,0,val_loss,0.007718968265540896,67
006,0003,0.09169449001591984,0,val_loss,0.007489269178710513,105
006,0004,0.055597156842976704,0,val_loss,0.007580466164226098,172
006,0005,0.09169449001591984,0,val_loss,0.007489269178710513,275
006,0006,0.09169449001591984,0,val_loss,0.007489269178710513,129
006,0007,0.09169449001591984,0,val_loss,0.007489269178710513,277
006,0008,0.0819861086952639,0,val_loss,0.008085374667274462,135
006,0009,0.09169449001591984,0,val_loss,0.007489269178710513,116
006,0010,0.09169449001591984,0,val_loss,0.007489269178710513,168
006,0011,0.09169449001591984,0,val_loss,0.007489269178710513,149
006,0012,0.09169449001591984,0,val_loss,0.007489269178710513,179
006,0013,0.034813714311928035,0,val_loss,0.007540273665626971,247
006,0014,0.08411244165376573,0,val_loss,0.007964127281079068,108
006,0015,0.07245646369837515,0,val_loss,0.007724198279119354,276
006,0016,0.09169449001591984,0,val_loss,0.007489269178710513,107
006,0017,0.09169449001591984,0,val_loss,0.007489269178710513,201
006,0018,0.03959076559065211,0,val_loss,0.0072679530417481585,306
006,0019,0.09564227740393172,0,val_loss,0.007918289743077577,265
006,0020,0.09169449001591984,0,val_loss,0.007489269178710513,131
006,0021,0.055597156842976704,0,val_loss,0.007580466164226098,201
006,0022,0.07781023409358566,0,val_loss,0.007841864763007647,130
006,0023,0.09169449001591984,0,val_loss,0.007489269178710513,145
006,0024,0.09377761782333043,0,val_loss,0.00789153507309881,217
006,0025,0.09169449001591984,0,val_loss,0.007489269178710513,105
006,0026,0.09169449001591984,0,val_loss,0.007489269178710513,124
006,0027,0.09169449001591984,0,val_loss,0.007489269178710513,158
006,0028,0.09169449001591984,0,val_loss,0.007489269178710513,114
006,0029,0.09057993301432371,0,val_loss,0.008020800806666867,82
006,0030,0.09169449001591984,0,val_loss,0.007489269178710513,156
006,0031,0.09169449001591984,0,val_loss,0.007489269178710513,123
006,0032,0.09277169071319621,0,val_loss,0.008159823152935432,114
006,0033,0.055597156842976704,0,val_loss,0.007580466164226098,286
006,0034,0.09083678592021412,0,val_loss,0.007843429419407862,63
006,0035,0.08510378294891552,0,val_loss,0.007669020934371177,140
006,0036,0.09323894195161006,0,val_loss,0.007597782378278441,117
006,0037,0.09169449001591984,0,val_loss,0.007489269178710513,214
006,0038,0.09169449001591984,0,val_loss,0.007489269178710513,128
006,0039,0.04764106195244125,0,val_loss,0.007746787108118806,177
007,0000,0.0816674870964348,0,val_loss,0.007764502209920062,196
007,0001,0.09356373820374084,0,val_loss,0.008101497413482492,106
007,0002,0.09169449001591984,0,val_loss,0.007489269178710513,50
007,0003,0.09169449001591984,0,val_loss,0.007489269178710513,129
007,0004,0.08615926033208081,0,val_loss,0.007781096016460271,218
007,0005,0.09169449001591984,0,val_loss,0.007489269178710513,133
007,0006,0.09169449001591984,0,val_loss,0.007489269178710513,101
007,0007,0.09169449001591984,0,val_loss,0.007489269178710513,129
007,0008,0.0790429473104903,0,val_loss,0.007842911096646513,105
007,0009,0.1187901690370505,0,val_loss,0.007955015625967104,74
007,0010,0.09169449001591984,0,val_loss,0.007489269178710513,102
007,0011,0.10913140414813438,0,val_loss,0.007878304541210279,135
007,0012,0.08869948710108369,0,val_loss,0.007579486420925755,221
007,0013,0.09169449001591984,0,val_loss,0.007489269178710513,125
007,0014,0.07378184449986303,0,val_loss,0.0075136513560593214,281
007,0015,0.030342794746597526,0,val_loss,0.007585251329607062,458
007,0016,0.09169449001591984,0,val_loss,0.007489269178710513,66
007,0017,0.03959076559065211,0,val_loss,0.0072679530417481585,167
007,0018,0.09169449001591984,0,val_loss,0.007489269178710513,160
007,0019,0.10019107805741095,0,val_loss,0.007845786953940816,180
007,0020,0.09424176178811981,0,val_loss,0.007557084655507521,187
007,0021,0.09169449001591984,0,val_loss,0.007489269178710513,246
007,0022,0.03308689090381617,0,val_loss,0.007667171537020238,116
007,0023,0.09169449001591984,0,val_loss,0.007489269178710513,164
007,0024,0.07996728320006652,0,val_loss,0.0074979918211374105,95
007,0025,0.098314758316146,0,val_loss,0.007693461408075509,114
007,0026,0.09169449001591984,0,val_loss,0.007489269178710513,112
007,0027,0.09169449001591984,0,val_loss,0.007489269178710513,95
007,0028,0.09169449001591984,0,val_loss,0.007489269178710513,271
007,0029,0.09169449001591984,0,val_loss,0.007489269178710513,108
007,0030,0.09169449001591984,0,val_loss,0.007489269178710513,233
007,0031,0.0996944074643759,0,val_loss,0.007728725137448985,92
007,0032,0.09832880285980723,0,val_loss,0.007575166727707282,119
007,0033,0.09169449001591984,0,val_loss,0.007489269178710513,133
007,0034,0.09169449001591984,0,val_loss,0.007489269178710513,253
007,0035,0.09169449001591984,0,val_loss,0.007489269178710513,107
007,0036,0.09169449001591984,0,val_loss,0.007489269178710513,125
007,0037,0.09169449001591984,0,val_loss,0.007489269178710513,99
007,0038,0.09169449001591984,0,val_loss,0.007489269178710513,133
007,0039,0.09169449001591984,0,val_loss,0.007489269178710513,100
008,0000,0.09169449001591984,0,val_loss,0.007489269178710513,149
008,0001,0.03959076559065211,0,val_loss,0.0072679530417481585,323
008,0002,0.030281645646507916,0,val_loss,0.00765043892735064,97
008,0003,0.09169449001591984,0,val_loss,0.007489269178710513,180
008,0004,0.09958225560802164,0,val_loss,0.007902838773660737,74
008,0005,0.09169449001591984,0,val_loss,0.007489269178710513,138
008,0006,0.09169449001591984,0,val_loss,0.007489269178710513,192
008,0007,0.0381246489555643,0,val_loss,0.007823576585349478,264
008,0008,0.09169449001591984,0,val_loss,0.007489269178710513,143
008,0009,0.09169449001591984,0,val_loss,0.007489269178710513,102
008,0010,0.07700737561043661,0,val_loss,0.0076216855168990795,126
008,0011,0.09169449001591984,0,val_loss,0.007489269178710513,162
008,0012,0.09169449001591984,0,val_loss,0.007489269178710513,188
008,0013,0.07886926341744467,0,val_loss,0.007714533914900249,355
008,0014,0.08127398460321836,0,val_loss,0.00771591276315634,129
008,0015,0.09169449001591984,0,val_loss,0.007489269178710513,143
008,0016,0.09169449001591984,0,val_loss,0.007489269178710513,258
008,0017,0.09169449001591984,0,val_loss,0.007489269178710513,142
008,0018,0.03959076559065211,0,val_loss,0.0072679530417481585,411
008,0019,0.09169449001591984,0,val_loss,0.007489269178710513,321
008,0020,0.09169449001591984,0,val_loss,0.007489269178710513,255
008,0021,0.09448952825570568,0,val_loss,0.0076939349514379305,93
008,0022,0.09169449001591984,0,val_loss,0.007489269178710513,121
008,0023,0.09169449001591984,0,val_loss,0.007489269178710513,227
008,0024,0.09169449001591984,0,val_loss,0.007489269178710513,131
008,0025,0.09031292170851611,0,val_loss,0.007915423475135547,102
008,0026,0.09169449001591984,0,val_loss,0.007489269178710513,110
008,0027,0.09474753503144384,0,val_loss,0.008038142646965155,164
008,0028,0.08596460511196334,0,val_loss,0.007933301984066044,134
008,0029,0.03959076559065211,0,val_loss,0.0072679530417481585,387
008,0030,0.09169449001591984,0,val_loss,0.007489269178710513,189
008,0031,0.08667372830330215,0,val_loss,0.007384715456936861,169
008,0032,0.09169449001591984,0,val_loss,0.007489269178710513,112
008,0033,0.09169449001591984,0,val_loss,0.007489269178710513,141
008,0034,0.09291034634284102,0,val_loss,0.007838231449664201,170
008,0035,0.09169449001591984,0,val_loss,0.007489269178710513,113
008,0036,0.09169449001591984,0,val_loss,0.007489269178710513,229
008,0037,0.11445445951700518,0,val_loss,0.007436694908810908,158
008,0038,0.09169449001591984,0,val_loss,0.007489269178710513,146
008,0039,0.03528732513744304,0,val_loss,0.007715277970952754,195
009,0000,0.03959076559065211,0,val_loss,0.0072679530417481585,363
009,0001,0.03959076559065211,0,val_loss,0.0072679530417481585,412
009,0002,0.06717401439040893,0,val_loss,0.0077852419778733,44
009,0003,0.04980381028367813,0,val_loss,0.0076010157155608354,176
009,0004,0.09169449001591984,0,val_loss,0.007489269178710513,298
009,0005,0.04049054383133945,0,val_loss,0.008024739270569431,239
009,0006,0.03959076559065211,0,val_loss,0.0072679530417481585,231
009,0007,0.03959076559065211,0,val_loss,0.0072679530417481585,257
009,0008,0.07935116682919756,0,val_loss,0.007501909047317528,124
009,0009,0.09169449001591984,0,val_loss,0.007489269178710513,110
009,0010,0.03959076559065211,0,val_loss,0.0072679530417481585,252
009,0011,0.05132727604054921,0,val_loss,0.007918238641631813,105
009,0012,0.03959076559065211,0,val_loss,0.0072679530417481585,228
009,0013,0.03959076559065211,0,val_loss,0.0072679530417481585,227
009,0014,0.03959076559065211,0,val_loss,0.0072679530417481585,180
009,0015,0.03959076559065211,0,val_loss,0.0072679530417481585,531
009,0016,0.09735051999661667,0,val_loss,0.007878095906484429,92
009,0017,0.03959076559065211,0,val_loss,0.0072679530417481585,242
009,0018,0.04154964642603528,0,val_loss,0.007490756288731431,374
009,0019,0.03959076559065211,0,val_loss,0.0072679530417481585,262
009,0020,0.06369758640911741,0,val_loss,0.007709728326345716,250
009,0021,0.03959076559065211,0,val_loss,0.0072679530417481585,216
009,0022,0.03959076559065211,0,val_loss,0.0072679530417481585,250
009,0023,0.03959076559065211,0,val_loss,0.0072679530417481585,477
009,0024,0.12208603376371627,0,val_loss,0.007726730707897768,99
009,0025,0.03959076559065211,0,val_loss,0.0072679530417481585,153
009,0026,0.09169449001591984,0,val_loss,0.007489269178710513,281
009,0027,0.08298356411602842,0,val_loss,0.007605086167976472,145
009,0028,0.048851619139231695,0,val_loss,0.007513229217923746,155
009,0029,0.11445445951700518,0,val_loss,0.007436694908810908,157
009,0030,0.01521097639927273,0,val_loss,0.00785232766409165,479
009,0031,0.05740195814874874,0,val_loss,0.00768246842288735,286
009,0032,0.09169449001591984,0,val_loss,0.007489269178710513,113
009,0033,0.03959076559065211,0,val_loss,0.0072679530417481585,528
009,0034,0.02586562030497372,0,val_loss,0.007664560907794084,240
009,0035,0.09169449001591984,0,val_loss,0.007489269178710513,151
009,0036,0.09169449001591984,0,val_loss,0.007489269178710513,313
009,0037,0.03959076559065211,0,val_loss,0.0072679530417481585,222
009,0038,0.03959076559065211,0,val_loss,0.0072679530417481585,530
009,0039,0.03959076559065211,0,val_loss,0.0072679530417481585,228
010,0000,0.05783774065163673,0,val_loss,0.007765253398281397,116
010,0001,0.031333068233422634,0,val_loss,0.007797207233567893,187
010,0002,0.04055917530426256,0,val_loss,0.007678033660256493,73
010,0003,0.03959076559065211,0,val_loss,0.0072679530417481585,230
010,0004,0.02621794199966149,0,val_loss,0.007720168149345634,485
010,0005,0.021628991418804602,0,val_loss,0.0076363338796386826,275
010,0006,0.030416817349750377,0,val_loss,0.007841445520470917,239
010,0007,0.03959076559065211,0,val_loss,0.0072679530417481585,656
010,0008,0.04179130804059101,0,val_loss,0.007596410627655476,548
010,0009,0.03959076559065211,0,val_loss,0.0072679530417481585,252
010,0010,0.09169449001591984,0,val_loss,0.007489269178710513,184
010,0011,0.04550636867682921,0,val_loss,0.007555155150375939,234
010,0012,0.05392087568170923,0,val_loss,0.007591934656904241,350
010,0013,0.040650832940274356,0,val_loss,0.007552380167870277,546
010,0014,0.03959076559065211,0,val_loss,0.0072679530417481585,273
010,0015,0.03959076559065211,0,val_loss,0.0072679530417481585,269
010,0016,0.06297100338881068,0,val_loss,0.008062108844509636,165
010,0017,0.03959076559065211,0,val_loss,0.0072679530417481585,228
010,0018,0.03959076559065211,0,val_loss,0.0072679530417481585,563
010,0019,0.036914072247949195,0,val_loss,0.007741929006577737,659
010,0020,0.042780147237402595,0,val_loss,0.007749898144575728,151
010,0021,0.03959076559065211,0,val_loss,0.0072679530417481585,228
010,0022,0.041969795627745984,0,val_loss,0.007944853178996474,209
010,0023,0.034433509201798294,0,val_loss,0.007651748439741218,378
010,0024,0.09169449001591984,0,val_loss,0.007489269178710513,102
010,0025,0.03959076559065211,0,val_loss,0.0072679530417481585,213
010,0026,0.03959076559065211,0,val_loss,0.0072679530417481585,505
010,0027,0.040740374834856014,0,val_loss,0.007431157565687053,308
010,0028,0.0307794129663876,0,val_loss,0.00761319047411842,256
010,0029,0.03880120244508208,0,val_loss,0.0076074976757632895,262
010,0030,0.03959076559065211,0,val_loss,0.0072679530417481585,170
010,0031,0.03959076559065211,0,val_loss,0.0072679530417481585,223
010,0032,0.03959076559065211,0,val_loss,0.0072679530417481585,215
010,0033,0.03959076559065211,0,val_loss,0.0072679530417481585,285
010,0034,0.11524901880327547,0,val_loss,0.007680231160245599,123
