iteration,sample,batch_size,learning_rate,metric,result,walltime
001,0066,16,0.05666043434522067,0,val_loss,0.06629577279090881,80
005,0012,256,1e-06,0,val_loss,0.009672177024185658,58
005,0001,128,1e-06,0,val_loss,0.00940322782844305,77
006,0025,32,0.006605617165726094,0,val_loss,0.06629577279090881,42
006,0026,1024,0.012946820815853235,0,val_loss,0.06629577279090881,11
006,0038,32,0.012283849465673687,0,val_loss,0.06629577279090881,47
006,0001,128,1e-06,0,val_loss,0.009799545630812645,72
006,0024,32,0.0008487719233655839,0,val_loss,0.005149295553565025,111
006,0012,64,0.0011060216498281826,0,val_loss,0.004931642208248377,63
007,0024,16,0.00236388550906045,0,val_loss,0.008703023195266724,131
007,0011,16,0.0008487719233655839,0,val_loss,0.005289185326546431,148
007,0030,16,0.0008487719233655839,0,val_loss,0.005118647124618292,273
007,0013,128,0.0011060216498281826,0,val_loss,0.005018286406993866,44
007,0008,32,0.0008487719233655839,0,val_loss,0.004991251043975353,130
007,0010,128,0.0011060216498281826,0,val_loss,0.004953842144459486,56
007,0012,32,0.0008487719233655839,0,val_loss,0.004882133100181818,138
007,0017,32,0.0008487719233655839,0,val_loss,0.004868864081799984,118
007,0038,32,0.0008487719233655839,0,val_loss,0.0048648095689713955,147
007,0006,128,0.001549840457449993,0,val_loss,0.004811580292880535,68
008,0036,32,0.00623832123490106,0,val_loss,0.06629577279090881,62
008,0025,32,1e-06,0,val_loss,0.010088041424751282,109
008,0012,128,1e-06,0,val_loss,0.009198094718158245,82
008,0003,32,1e-06,0,val_loss,0.009197378531098366,128
008,0021,32,0.001549840457449993,0,val_loss,0.005303087178617716,159
008,0018,32,0.0008487719233655839,0,val_loss,0.005259981378912926,162
008,0039,32,0.0008487719233655839,0,val_loss,0.0052187880501151085,76
008,0028,16,0.0008487719233655839,0,val_loss,0.005200366955250502,151
008,0014,32,0.0008487719233655839,0,val_loss,0.005181583575904369,109
008,0037,32,0.0008487719233655839,0,val_loss,0.005119532812386751,132
008,0013,32,0.0008487719233655839,0,val_loss,0.005112345330417156,162
008,0027,128,0.0011060216498281826,0,val_loss,0.005089615937322378,50
008,0033,32,0.0008487719233655839,0,val_loss,0.0050879959017038345,127
008,0038,32,0.0008487719233655839,0,val_loss,0.005020127631723881,153
008,0023,32,0.0008487719233655839,0,val_loss,0.004941766150295734,178
008,0001,128,0.0011060216498281826,0,val_loss,0.004887134302407503,47
008,0016,32,0.0008487719233655839,0,val_loss,0.004860634915530682,155
009,0027,64,0.003040722624204433,0,val_loss,0.06629577279090881,27
009,0005,64,0.018330666502182985,0,val_loss,0.06629577279090881,24
009,0036,16,0.009524329322338057,0,val_loss,0.06629577279090881,72
009,0009,32,0.009221876417948619,0,val_loss,0.06629577279090881,62
009,0013,32,0.005653527506600878,0,val_loss,0.06629577279090881,62
009,0028,16,0.0062625416696878815,0,val_loss,0.06629577279090881,72
009,0007,32,0.007082089353035315,0,val_loss,0.06629577279090881,48
009,0020,32,1e-06,0,val_loss,0.010407916270196438,143
009,0016,32,1e-06,0,val_loss,0.009635021910071373,160
009,0014,32,0.0012276824827112934,0,val_loss,0.0052736117504537106,177
009,0006,16,0.0008487719233655839,0,val_loss,0.005140241235494614,289
009,0008,32,0.0008487719233655839,0,val_loss,0.005132469814270735,133
009,0030,32,0.0008487719233655839,0,val_loss,0.005120314657688141,148
009,0039,32,0.0008487719233655839,0,val_loss,0.00508623942732811,99
009,0034,32,0.0008487719233655839,0,val_loss,0.005044992081820965,140
009,0004,32,0.0008487719233655839,0,val_loss,0.0049818651750683784,166
009,0019,128,0.0008487719233655839,0,val_loss,0.004937491845339537,53
009,0002,32,0.0008487719233655839,0,val_loss,0.00491535197943449,103
009,0032,128,0.001549840457449993,0,val_loss,0.004875320475548506,57
009,0012,32,0.0008487719233655839,0,val_loss,0.0048697637394070625,172
009,0010,32,0.0008487719233655839,0,val_loss,0.004825797397643328,154
010,0004,16,0.01813211282429677,0,val_loss,0.06629577279090881,86
010,0021,32,0.006143926072649643,0,val_loss,0.06629577279090881,51
010,0017,32,0.00455237159368153,0,val_loss,0.06629577279090881,39
010,0000,128,0.008219247543647194,0,val_loss,0.06629577279090881,23
010,0006,16,0.006633425138345736,0,val_loss,0.06629577279090881,124
010,0015,16,0.006275367203989422,0,val_loss,0.06629577279090881,96
010,0023,128,0.002262710619482403,0,val_loss,0.06629577279090881,18
010,0038,32,0.010851257197952989,0,val_loss,0.06629577279090881,49
010,0032,32,0.01123524518665746,0,val_loss,0.06629577279090881,49
010,0022,32,0.010061460402981701,0,val_loss,0.06629577279090881,75
010,0035,16,1e-06,0,val_loss,0.010245458222925663,143
010,0009,256,1e-06,0,val_loss,0.010181947611272335,54
010,0007,32,1e-06,0,val_loss,0.010069887153804302,133
010,0031,16,1e-06,0,val_loss,0.009144971147179604,257
010,0010,32,1e-06,0,val_loss,0.009143547154963017,128
010,0028,32,1e-06,0,val_loss,0.009059972129762173,100
010,0039,32,1e-06,0,val_loss,0.008804612793028355,125
010,0036,32,0.001549840457449993,0,val_loss,0.005366011057049036,256
010,0030,32,0.0008487719233655839,0,val_loss,0.005162079818546772,74
010,0008,32,0.0008487719233655839,0,val_loss,0.00515774916857481,152
010,0003,32,0.0008487719233655839,0,val_loss,0.0051397825591266155,79
010,0033,32,0.0004801664262502369,0,val_loss,0.005139265209436417,135
010,0016,32,0.0008487719233655839,0,val_loss,0.005113915540277958,194
010,0012,32,0.0008487719233655839,0,val_loss,0.005086121149361134,113
010,0027,32,0.0008487719233655839,0,val_loss,0.0050851427949965,155
010,0020,256,0.001549840457449993,0,val_loss,0.005079746246337891,52
010,0002,32,0.0008487719233655839,0,val_loss,0.005021271295845509,176
010,0037,64,0.0008487719233655839,0,val_loss,0.005017299670726061,81
010,0024,32,0.0008487719233655839,0,val_loss,0.00500999391078949,170
010,0014,128,0.001549840457449993,0,val_loss,0.0049859569407999516,39
010,0011,128,0.001549840457449993,0,val_loss,0.0049776048399508,68
010,0025,32,0.0008487719233655839,0,val_loss,0.004959794692695141,154
010,0005,128,0.0008487719233655839,0,val_loss,0.004946749657392502,50
010,0013,32,0.0008487719233655839,0,val_loss,0.004936587996780872,165
010,0018,128,0.001549840457449993,0,val_loss,0.004909544717520475,57
010,0029,32,0.0008487719233655839,0,val_loss,0.0048973532393574715,106
010,0026,128,0.0008487719233655839,0,val_loss,0.0048944707959890366,42
010,0001,32,0.0008487719233655839,0,val_loss,0.004893877077847719,123
010,0034,128,0.001549840457449993,0,val_loss,0.004862847737967968,82
010,0019,128,0.001549840457449993,0,val_loss,0.004862404894083738,53
