iteration,sample,batch_size,learning_rate,metric,result,walltime
001,0000,512,0.0005693484636431469,0,val_loss,0.01043991651432475,2501
001,0001,256,0.00059151416977782,0,val_loss,0.0101784561531302,2484
001,0002,256,0.000616281209761435,0,val_loss,0.009977649128671934,2501
001,0003,1028,0.00013356614431293896,0,val_loss,0.007621687955391108,2455
001,0004,64,0.00020132940478010525,0,val_loss,0.009938697730243938,3416
001,0005,1028,0.0009310366462436827,0,val_loss,0.008486656892395248,2473
001,0006,1028,0.0006334925422261935,0,val_loss,0.008287841962326722,2463
001,0007,1028,0.00037904482321716147,0,val_loss,0.008168909106419918,2444
001,0008,128,0.0004390959218393536,0,val_loss,0.009787522613104244,3023
001,0009,64,0.00010468988102446662,0,val_loss,0.007957427389154975,3392
001,0010,256,0.0008146723522666769,0,val_loss,0.010013315415109903,2489
001,0011,512,0.00012924341891283026,0,val_loss,0.007382755284995338,2470
001,0012,256,0.0006926318247179236,0,val_loss,0.010002138859992371,2480
001,0013,512,0.00012656757042919548,0,val_loss,0.0073724232276301096,2450
001,0014,1028,0.0005156775034917553,0,val_loss,0.008929796929882461,2482
001,0015,512,0.0008732564490479417,0,val_loss,0.010136055537030224,2471
002,0000,256,0.0005799536606958014,0,val_loss,0.009956208763212095,2478
002,0001,256,0.00012656757042919548,0,val_loss,0.006877981667018363,2477
002,0002,256,0.000616281209761435,0,val_loss,0.010083537616258072,2466
002,0003,1028,0.0004939192665797532,0,val_loss,0.00878065009358165,2439
002,0004,64,0.0008732564490479417,0,val_loss,0.009552156968466102,3360
002,0005,128,0.0004390959218393536,0,val_loss,0.010038457907203842,3028
002,0006,128,0.00010468988102446662,0,val_loss,0.008091148698372025,3027
002,0007,512,0.0005693484636431469,0,val_loss,0.010396342593840095,2438
003,0000,1028,0.0006401886044432371,0,val_loss,0.008037994805711265,2487
003,0001,128,0.00010468988102446662,0,val_loss,0.013661161532503406,3008
003,0002,128,0.00010468988102446662,0,val_loss,0.007031078155093181,3027
003,0003,512,0.0006334925422261935,0,val_loss,0.010320190120671651,2504
003,0004,128,2.864404589589912e-05,0,val_loss,0.008000743432309129,3070
003,0005,1028,0.00012924341891283026,0,val_loss,0.008071989625621325,2433
003,0006,512,0.00012656757042919548,0,val_loss,0.007483801292136794,2441
003,0007,512,0.00012656757042919548,0,val_loss,0.008212339139185417,2447
004,0000,128,2.864404589589912e-05,0,val_loss,0.008300274804038795,3024
004,0001,1028,2.864404589589912e-05,0,val_loss,0.011355380042141249,2424
004,0002,128,0.00010468988102446662,0,val_loss,0.009161657114569519,3065
004,0003,512,8.641756473969264e-05,0,val_loss,0.007186286591977137,2441
004,0004,1028,0.00012656757042919548,0,val_loss,0.008329477898141728,2376
004,0005,64,0.0001360968643052036,0,val_loss,0.009806930271481091,3311
004,0006,128,0.00010203527509251164,0,val_loss,0.007061014349337722,3019
004,0007,256,2.485348649053792e-05,0,val_loss,0.007486931525609047,2478
