train_ml_data_dir,val_ml_data_dir,model_outdir,batch_size,learning_rate,epochs,run_id,val_loss
/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,./out_model,16,0.009643370809943999,100,run_01_003_0003,0.00496475538238883
/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,./out_model,32,0.003454173533394491,100,run_01_003_0001,0.004582828842103481
/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,./out_model,16,0.0011825165353494742,100,run_01_003_0005,0.004387218505144119
/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,./out_model,32,0.003454173533394491,100,run_01_004_0006,0.007067923434078693
/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,./out_model,32,0.005117380414627676,100,run_01_004_0004,0.005131725687533617
/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,./out_model,32,0.005117380414627676,100,run_01_004_0002,0.00506493728607893
/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,./out_model,32,0.0035783098537685524,100,run_01_004_0000,0.005121905822306871
/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,./out_model,16,0.0009005295044175194,100,run_01_004_0007,0.006085766013711691
/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,./out_model,64,0.0021441980000583734,100,run_01_004_0003,0.004664722830057144
/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,./out_model,16,0.0011825165353494742,100,run_01_004_0005,0.0047606839798390865
/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,/tmp/weaverr/Data/HiDRA/Data/CCLE-CCLE/split_0,./out_model,32,0.003454173533394491,100,run_01_004_0001,0.0045220330357551575
