iteration,sample,learning_rate,metric,result,walltime
001,0000,0.009137671224848546,val_loss,0.005253595816930537,71
001,0001,0.5199020970932511,val_loss,0.005581224365485817,22
001,0002,0.7253614742766606,val_loss,0.006678614672589304,17
001,0003,0.4339323818167047,val_loss,0.005760847236216745,21
001,0004,0.15960450784776,val_loss,0.0049266654426101475,32
001,0005,0.9723561479508205,val_loss,0.006664349797651025,11
001,0006,0.4576187393462694,val_loss,0.005832296599262847,25
001,0007,0.3696462326583341,val_loss,0.00538455831261056,23
001,0008,0.5031284643228578,val_loss,0.005981185957661223,18
001,0009,0.8881648900924836,val_loss,0.006637849418657052,18
001,0010,0.7647961300850108,val_loss,0.006462528217486886,20
001,0011,0.9918273819573055,val_loss,0.007079727359209463,14
001,0012,0.8348595757077472,val_loss,0.006623249534469828,21
001,0013,0.09582529838072444,val_loss,0.004863540770106469,53
001,0014,0.690642108571253,val_loss,0.0066243091240650075,19
001,0015,0.6532009735769249,val_loss,0.006627803008917661,12
001,0016,0.3146126222857912,val_loss,0.00562717576342759,34
001,0017,0.3500993818879558,val_loss,0.005538450756888368,18
001,0018,0.5276447940098782,val_loss,0.0061651723744808856,15
001,0019,0.03256011107180621,val_loss,0.004798193494639956,69
001,0020,0.839955764826133,val_loss,0.006577142340129775,18
001,0021,0.1908338528157569,val_loss,0.005078736702517977,26
001,0022,0.8135611235241519,val_loss,0.0064582073472686545,18
001,0023,0.03834027394275523,val_loss,0.004808144670464813,70
001,0024,0.7759706151330168,val_loss,0.006184265568669999,20
001,0025,0.23553273894989024,val_loss,0.004932566145094902,43
001,0026,0.8239294266417231,val_loss,0.006268631061433649,20
001,0027,0.6120336069363826,val_loss,0.005919894232872669,17
001,0028,0.20040859865706517,val_loss,0.005004457783876577,28
001,0029,0.5667077745399408,val_loss,0.0062651631503869015,23
001,0030,0.09005428654293235,val_loss,0.004682033175835904,68
001,0031,0.3148874611752702,val_loss,0.005530818020861003,14
001,0032,0.5628655504377755,val_loss,0.006244747669298227,18
001,0033,0.23251221517663684,val_loss,0.0052605929494135215,28
001,0034,0.4190846647885567,val_loss,0.005655678043915362,15
001,0035,0.5312895442833412,val_loss,0.005964100298247898,25
001,0036,0.6238928618531315,val_loss,0.00636333479548862,19
001,0037,0.7305574288352238,val_loss,0.006807621537575663,12
001,0038,0.4377363771019712,val_loss,0.005633047318359716,23
001,0039,0.9820044801354928,val_loss,0.006865698929112141,13
001,0040,0.5521660673448873,val_loss,0.005971252154237402,19
001,0041,0.03812803171254063,val_loss,0.004790954488287214,90
001,0042,0.3977712602620762,val_loss,0.005393945783783287,26
001,0043,0.9841382992717788,val_loss,0.006689484564117646,20
001,0044,0.8836055738714046,val_loss,0.006620372037528739,21
001,0045,0.9363162601463023,val_loss,0.006809057308788338,14
001,0046,0.16684388070777598,val_loss,0.005217234659120437,26
001,0047,0.7960580875166382,val_loss,0.006439203662225894,19
001,0048,0.5087182715405266,val_loss,0.006034873047278764,21
001,0049,0.5905408269015548,val_loss,0.005917092319979452,21
001,0050,0.28457981817180295,val_loss,0.005218496395776926,17
001,0051,0.3330785989461666,val_loss,0.005526613395065083,24
001,0052,0.5523027185261498,val_loss,0.005930657450489003,20
001,0053,0.8202916094310673,val_loss,0.006433237377553669,17
001,0054,0.5225873951003563,val_loss,0.005912649064027598,20
001,0055,0.9769235501584266,val_loss,0.006359591001159918,14
001,0056,0.6978536818500075,val_loss,0.0066179691917087466,18
001,0057,0.9412485682364483,val_loss,0.0070365897127319795,19
001,0058,0.750355912329085,val_loss,0.006621762638890402,16
001,0059,0.497381240846944,val_loss,0.0060092273329535335,20
001,0060,0.6520270176967419,val_loss,0.006466319186464345,16
001,0061,0.7886014009895648,val_loss,0.00656782431555409,14
001,0062,0.6355690604975517,val_loss,0.006303073050978506,21
001,0063,0.35645951938844334,val_loss,0.005612569228176673,15
001,0064,0.2407264092173284,val_loss,0.005363528435878844,20
001,0065,0.3252003268264005,val_loss,0.005412426586573681,24
001,0066,0.29336110748431354,val_loss,0.00537839905462206,25
001,0067,0.26521299402797127,val_loss,0.005364540459926912,30
001,0068,0.7052788790957942,val_loss,0.006466342402448294,22
001,0069,0.12251572790355658,val_loss,0.004794695075446308,52
001,0070,0.6241239193564757,val_loss,0.006254143538886424,21
001,0071,0.18489040989154254,val_loss,0.00519408817873707,24
001,0072,0.9302234123656629,val_loss,0.0067506453490805965,19
001,0073,0.9055488838122701,val_loss,0.006797710908262057,18
001,0074,0.9400576557190796,val_loss,0.0070872447194573205,14
